No,Name,Normal Price,Discounted Price,Specifications,URL
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS & PLA
Print Plate Size: 214 x 214  mm
Print in dual color: YES
Print in multi color: No
-----
Chassis: High Quality Metal with Powder coating
No.of Extruders: Two
Print Plate (Build Platform): heated bed or glass fibre
-----
3D Printing Software: Pronterface, Cura
Supported File Formats: .stl, .gcode
Operating System: Windows, Linux, MAC
-----
AC Input: 12V, 20Amp
Power Requirements: 450 watt, 12V
Connectivity (Interface): USB Cable, Micro SDCard
-----
Electronics (Motherboard): PrintrBoard REV D
-----
Machine weight: 12 kg
Shipping box weight: 22 kg
Machine Dimensions: 450 x 350 x 370 mm
Shipping Location: India
Lead Time (Processing/Handling Time): 2 to 3 Days",https://www.3dprintersonlinestore.com/3d-printers/plusbot-2.0-3d-printer

61,Mbot Grid II Plus Dual Extruder 3D Printer,"$1,299 USD","$1,099 USD","Manufacturer Warranty: 1 Year for electronics
-----
Print size ( X Y Z ): 235 x 210x 180mm ( Single), 

200 x 210 x 180mm (Dual)
Print Speed: 30 to 120 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.05-0.3mm
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS and PLA (Recommended)
Print in dual color: Yes
Print in multi color: Yes
-----
Chassis: Metal
Extruder Type: MK8

-----
No.of Extruders: Two
Print Plate (Build Platform): Glass fiber 
Print Head/Hotend/Nozzle Type: MK8 - J 

-----

3D Printing Software: Mprint
Supported File Formats: STL/OBJ
Operating System: Windows/MAC/Linux
-----
AC Input: 110V/220V
Power Requirements: 110V/220V 50Hz/60Hz 150W
Connectivity (Interface): SD card & USB
-----
Electronics (Motherboard): Mightyboard
-----
Machine weight: 18 KG
Shipping box weight: 20KG
Machine Dimensions: 405x405x405mm
Shipping box dimensions: 520x520x580mm
Shipping Location: China
Lead Time (Processing/Handling Time): 1 week",https://www.3dprintersonlinestore.com/3d-printers/mbot-gridII-3d-printer

62,Flashforge Dreamer - WIFI Enabled and Dual Extruder 3D Printer,"$1,099 USD",,"Manufacturer Warranty: 3 months
-----
Print size ( X Y Z ): 230 x 150 x 140 mm
Print Speed: 30 to 150 mm/sec
Layer Resolution: 50 Microns
Print Precision (Layer Thickness) : 0.1-0.5mm
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS,PLA,PVA,HIPS
Print in dual color: Yes
Print in multi color: No
-----
Chassis: Plastic
No.of Extruders: Two
Print Plate (Build Platform): heated bed 
-----
3D Printing Software: Flashprint
Supported File Formats: Input STL/OBJ , Output GX/G
Operating System: Windows/MAC/LINUX
-----
AC Input: 110V-220V,adjustable
Power Requirements: 350W
Connectivity (Interface): USB, WIFI, SD Card
-----
Machine weight: 14 kg
Shipping box weight: 17 kg
Machine Dimensions: 480Ã—400Ã—335mm
Shipping box dimensions: 565Ã—430Ã—535mm
Shipping Location: China
Lead Time (Processing/Handling Time): 2 Business days",https://www.3dprintersonlinestore.com/3d-printers/flashforge-dreamer-wifi-3d-printer

63,Createbot MID FDM 3D Printer V 2.0,"$1,175 USD","$1,025 USD","Manufacturer Warranty: 6 Months
-----
Print size ( X Y Z ): 205x205x250mm
Print Speed: 20 to 150mm/sec
Layer Resolution: 20 microns
Print Precision (Layer Thickness) : 0.05 to 0.2 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA, ABS,PETG, Wood, PVA and Flexible Filaments. 
-----
Chassis: Full Metal
Extruder Type: Direct Drive
No.of Extruders: Two
Print Plate (Build Platform): Heated Bed
-----
3D Printing Software: Createbot software
Supported File Formats: STL, OBJ, DAE, BMP
Operating System: Windows/MAC/Linux
-----
Power Requirements: 220 V, 200 W
Connectivity (Interface): USB and SD card reader

-----

Electronics (Motherboard): Ultimaker Motherboard
-----
Machine weight: 26 Kg
Shipping box weight: 26 Kg
Machine Dimensions: 385 x 355 x 515 mm
Shipping box dimensions: 495x465x610mm
Shipping Location: China.
Lead Time (Processing/Handling Time): 2 to 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/createbot-mid-fdm-3d-printer

64,Novio 3D - Fablab 106 - Foldable 3D Printer,"$1,299 USD",$999 USD,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 215 x 215 x 200 mm
Nozzle Diameter: 0.5 mm
Filament Compatibility  : Only PLA
-----
No.of Extruders: One
Print Plate (Build Platform): Glass Plate
-----
3D Printing Software: Auto 3D Print
Supported File Formats: STL, G code 
Operating System: Only Windows 
-----
Machine Dimensions: 460 x 460 x 450 mm
Shipping Location: Hong Kong, Philippines 
Lead Time (Processing/Handling Time): 3 Weeks",https://www.3dprintersonlinestore.com/3d-printers/novio-3d-106

65,He 3D H500 Large High Precision 3D Printer Kit,"$1,299 USD",$999 USD,"Item Condition: New
Manufacturer Warranty: One year
-----
Print size ( X Y Z ): 400 X 400 X 500 mm
Print Speed: 50 to 150 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 mm
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm 
Filament Compatibility  : PLA, ABS, PETG, Wood, PVA Filaments.
-----
Chassis: Full Metal Frame.
Extruder Type: E3D Pro V6
No.of Extruders: Single
Print Plate (Build Platform): Heatbed
Print Head/Hotend/Nozzle Type: E3D Nozzle
-----
3D Printing Software: Cura/ Simplify3D/ Repetier-Host/ slic3r/ Craftware
Supported File Formats: STL, G-code
Operating System: Windows , Linux,  Mac
-----
Extruder Temperature: 220Â°C (the maximum can be set to 260Â°C)
Heating Bed Temperature: 60-120Â°C (proper winter warming and summer appropriate cooling)
-----
AC Input: AC220V/110v
Power Requirements: 220V, 200W, 50Hz, 0.89A
Connectivity (Interface): USB, SD Card, Wifi, U Disk
-----
Shipping box weight: 23 kg
Machine Dimensions: 480 x 770 x 210 mm
Shipping box dimensions: 600 x 800 x  760 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 8 to 10 business days",https://www.3dprintersonlinestore.com/3d-printers/he3d-h500

66,Cubify - Gen 3 Cube 3D Printer,$999 USD,,"Manufacturer Warranty: 90 days parts and labor
-----
Print size ( X Y Z ): 152.4 x 152.4 x 152.4 mm
Layer Resolution: 70 to 200 microns
Print Precision (Layer Thickness) : 0.07 mm
Filament Compatibility  : Tough recyclable ABS plastic or compostable PLA plastic
-----
Extruder Type: Print jets
No.of Extruders: Two
Print Plate (Build Platform): Print Pad Gen3
-----
3D Printing Software: Cube software 
Supported File Formats: STL,G-code
Operating System: Windows/MAC
-----
Connectivity (Interface): Wireless, wired and mobile devices 
-----
Machine weight: 7.7 kg
Shipping box weight: 10 Kg
Machine Dimensions: 335 x 343 x 241 mm
Shipping box dimensions: 668 x 508 x 368 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/cubify-gen-3-cube-3d-printer

67,Mmuse - Delta Model Desktop Food 3D Printer,$999 USD,$899 USD,"Manufacturer Warranty: 3 Months
-----
Print size ( X Y Z ): 100 x 100 x 100 mm
Print Speed: 150 to 300 mm/sec
Nozzle Diameter: 0.4 mm
-----
Supported File Formats: STL, Gcode
-----
Machine weight: 5 Kg
Shipping box weight: 13 Kg
Machine Dimensions: 275*150*180mm
Shipping box dimensions: 350 x 350 x 250 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 5 Buisness days",https://www.3dprintersonlinestore.com/3d-printers/mmuse-desktop-food-3d-printer

68,CREALITY 3D CR-2020 Auto Levelling Assembled 3D Printer,"$1,299 USD",$885 USD,"Item Condition: New 
Manufacturer Warranty: 1 year
-----
Print size ( X Y Z ): 200*200*200mm
Print Speed: 200 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05-0.4mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA/ABS/wood/flexible rubber/carbon fiber
-----
Chassis: Metal frame
No.of Extruders: One
Print Plate (Build Platform): Heatbed
-----
3D Printing Software: Cura/Repetier-Host
Supported File Formats: STL, Gcode, OBJ
Operating System: Windows/Mac/Linux
-----
Power Requirements: 12 V, 120 W
Connectivity (Interface): USB, SD Card 
-----
Shipping Location: China
Lead Time (Processing/Handling Time): 3 to 5 days",https://www.3dprintersonlinestore.com/3d-printers/creality-2020-auto-levelling

69,Wanhao Duplicator D5S- Mini 3D Printer,$929 USD,,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 295 x 195 x 205 mm
Print Speed: 50 to 150 mm/sec
Layer Resolution: 20 to 300 microns
Print Precision (Layer Thickness) : 0.02mm-0.4mm
Filament Diameter: 3.0mm(+0.05 -0.05)
Nozzle Diameter: 0.4 mm

-----
Filament Compatibility  : PLA, NYLON 645, PVA, & ABS
Print in dual color: No
Print in multi color: No
-----
No.of Extruders: One
Print Plate (Build Platform): Arcylic plate, Heatbed (Optional) 
-----
3D Printing Software: WanhaoMaker
Supported File Formats: .STL
Operating System: Windows/MAC/Linux

-----

AC Input: 2.2 A

-----
Power Requirements: 110-240V, 50/60Hz
Connectivity (Interface): USB, LCD Display

-----

Machine weight: 21

-----
Shipping box weight: 28 Kg
Machine Dimensions: 460x530x480mm
Shipping box dimensions: 610x570x750 in mm
Shipping Location: China
Lead Time (Processing/Handling Time): 4 Business days",https://www.3dprintersonlinestore.com/3d-printers/wanhao-duplicator-d5s-mini-3d-printer

70,Wiiboox 3D Printer - Attain Extraordinary Creativity,$899 USD,,"Manufacturer Warranty: One year (some parts is 6 months: nozzle heating cable etc. Some parts is 3 months: the nozzle etc.)
-----
Print size ( X Y Z ): 250 x 200 x 200 mm
Print Speed: 20 to 150 mm/sec
Layer Resolution: 100 to 500 microns
Print Precision (Layer Thickness) : 0.1 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS & PLA
-----
Chassis: Aluminium alloy
No.of Extruders: One
Print Plate (Build Platform): Heated bed
-----
3D Printing Software: Replicator G/Cura
Supported File Formats: STL / OBJ
Operating System: MAC, WINDOWS, Linux
-----
Connectivity (Interface): SD Card / USB
-----
Machine weight: 19 Kg
Shipping box weight: 23 Kg
Machine Dimensions: 480*475*620mm
Shipping box dimensions: 580*580*730mm
Shipping Location: China, USA
Lead Time (Processing/Handling Time): 1 week",https://www.3dprintersonlinestore.com/3d-printers/wiiboox-one-3d-printer

71,GiantArm D200 Large volume Cloud-based FDM 3D printer,$899 USD,,"Item Condition: New
Manufacturer Warranty: 1 year
-----
Print size ( X Y Z ): 300 x 180 x 180 mm 
Print Speed: 80 to 100 mm/sec
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 mm
Filament Diameter: 1.75 mm 



-----
Nozzle Diameter: 0.4 mm



-----
Filament Compatibility  : ABS/PLA/flexible PLA/wood-polymer/ PVA, HIPS, PETG etc
-----
Chassis: Metal sheet
Extruder Type: GTA2
No.of Extruders: One

-----
Print Plate (Build Platform): heat-resistant glass+ heatbed
Print Head/Hotend/Nozzle Type: GTA2
Stepper Motors: 1.8 degree step angle with 1/16 micro-stepping 
-----
3D Printing Software: Easy Print 3D
Supported File Formats: .STL, G code

-----
Operating System: Windows, Linux, Mac

-----

Extruder Temperature: 230 degree C
Heating Bed Temperature: 110 degree C
-----
AC Input: 110V/220V 360W,  DC12V/29A

-----
Connectivity (Interface): USB, SD Card, Wi-fi

-----

Electronics (Motherboard): GTM32 Pro VC
-----
Machine weight: 18kg
Shipping box weight: 29.5 Kg
Machine Dimensions: 470x350x395 mm
Shipping box dimensions: 590x490x520 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 4 Business Days",https://www.3dprintersonlinestore.com/3d-printers/geeetech-giantarm-d200-cloud-fdm-3d-printer

72,Flashforge - 2016 New Creator Pro FDM 3D Printer,"$1,199 USD",$899 USD,"Manufacturer Warranty: 3 months
-----
Print size ( X Y Z ): 227 X 148 X 150 mm
Print Speed: 40 to 100 mm/sec
Layer Resolution: 100 to 500 microns
Print Precision (Layer Thickness) : 0.1 to 0.5 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm 
Filament Compatibility  : ABS,PLA,PVA,HIPS
Print in dual color: Yes
Print in multi color: No
-----
Chassis: Powder Coated Steel + PVC Panel

-----
No.of Extruders: Two
Print Plate (Build Platform): HeatBed 
-----
3D Printing Software: ReplicatorG
Supported File Formats: STL, OBJ
Operating System: Windows/MAC/LINUX
-----
AC Input: 100-240 V, ~2amps, 50-60 Hz
Power Requirements:  350 W
Connectivity (Interface): USB, SD Card
-----
Machine weight: 13.5 kg
Shipping box weight: 21 Kg
Machine Dimensions: 476 x 332 x 383 mm
Shipping box dimensions: 600 x 465 x 575 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 2 Business days",https://www.3dprintersonlinestore.com/3d-printers/flashforge-creator-pro

73,Cbot 3D D2 - Multi Functional 3D Printer - Metal Chassis,$850 USD,,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 290 x 200 x 230 mm
Print Speed: 30 to 300 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 to 0.4 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA, ABS, Wood, Nylon and TPU (Flexible)
Print in dual color: Yes
Print in multi color: No
-----
Chassis: Full Metal
Extruder Type: MK8
No.of Extruders: Two
Print Plate (Build Platform): MK3 HeatBed
Print Head/Hotend/Nozzle Type: Based on MK8
-----
3D Printing Software: Cura, Repetier Host
Supported File Formats: STL, DAE, OBJ, Gcode
Operating System: Windows/Linux/MAC
-----
Power Requirements: 110 V to 240 V
Connectivity (Interface): USB, SD Card
-----
Electronics (Motherboard): Ramps 1.4 and 2560
-----
Machine weight: 20 Kg
Shipping box weight: 22 Kg
Machine Dimensions: 480*370*410mm
Shipping box dimensions: 580*470*530mm
Shipping Location: China
Lead Time (Processing/Handling Time): 3 Business days",https://www.3dprintersonlinestore.com/3d-printers/creatbot-tech-d2-multi-functional-3d-printer

74,R1 Robo +Plus 3D Printer Fully Assembled,$789 USD,,"Manufacturer Warranty: 6 Months parts replacements warranty
-----
Print size ( X Y Z ): 254 x 228.6 x 203. 2mm
Layer Resolution: 100 microns
Filament Diameter: 1.75mm 
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS, PLA, Nylon, Laywood, and more.
Print in dual color: No
Print in multi color: No
-----
Chassis: Injection Molded Plastic
No.of Extruders: One
-----
3D Printing Software: Repetier Host
Supported File Formats: .STL
Operating System: MAC/Windows/linux
-----
AC Input: 100-240V, ~ 2 amps,50-60 Hz
Power Requirements: 12V DC @ 30 amps
Connectivity (Interface): USB
-----
Electronics (Motherboard): Arduino MEGA 2560 with RAMPS 1.4 
-----
Machine weight: 11.65 kg
Shipping box weight: 22.22 kg
Machine Dimensions: 381 x 431 x 463mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 1 to 2 Business days",https://www.3dprintersonlinestore.com/3d-printers/robo-3d-fully-assembled

75,Mbot Cube Dual Extruder - Personal 3D Printer,$779 USD,,"Print size ( X Y Z ): 250 x 220 x 190 mm (Single), 220 x 220 x 190 mm?Dual?
Print Speed: 40 to 120 mm/sec
Layer Resolution: 100 to 300 microns
Print Precision (Layer Thickness) : 0.1mm to 0.3mm ajustable
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4mm
Filament Compatibility  : ABS , PLA and PVA
Print in dual color: Yes
Print in multi color: Possible by changing filament supply
-----
Chassis: Wood
Extruder Type: MK8

-----
No.of Extruders: Two
Print Plate (Build Platform): Fiber glass plate
Print Head/Hotend/Nozzle Type: MK8 - J 

-----

3D Printing Software: Mprint
Supported File Formats: STL, Gcode
Operating System: Linux, MAC OSX , Windows
-----
AC Input: 100-240V, 50/60HZ,4.0A
Power Requirements: 110v & 220v both supported. There's a voltage switch on machine.
Connectivity (Interface): SD card & USB
-----
Electronics (Motherboard): MakerBot Mightyboard Motherboard
-----
Shipping box weight: 18kg
Machine Dimensions: 405x405x410mm
Shipping box dimensions: 520x520x580 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 1 week",https://www.3dprintersonlinestore.com/3d-printers/mbot-cube-3d-printer

76,UP Plus 2 - Classic Prosumer 3D Printer,$799 USD,,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 138 x 138 x 135 mm
Layer Resolution: 150 microns 
Print Precision (Layer Thickness) : 0.15 to 0.4 mm 
Filament Compatibility  : ABS & PLA
-----
Chassis: Open-concept, minimal frame structure

Full-metal, sturdy. 
No.of Extruders: One
Print Plate (Build Platform): Heated with Perf Board
-----
3D Printing Software: UP Software â€¢ 3D files for printable spare parts
Supported File Formats: STL?UP3?UPP
Operating System: Windows/MAC
-----
Power Requirements: 110-240VAC?50-60 Hz?180W
Connectivity (Interface): USB
-----
Machine weight: 6 Kg
Shipping box weight: 10 Kg
Shipping Location: USA
Lead Time (Processing/Handling Time): 5 days",https://www.3dprintersonlinestore.com/3d-printers/up-plus-2-classic-prosumer-3d-printer

77,Weistek A Box - Fully Assembled Metal 3D Printer,$752 USD,,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 210 x 180 x 200 mm
Print Speed: 30 to 300 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm

-----
Filament Compatibility  : PLA, PETG, Wood, PVA and Flexible Filaments. 
-----
Chassis: Full Metal
Extruder Type: Direct Drive
No.of Extruders: One
Print Plate (Build Platform): Glass Plate
-----
3D Printing Software: CURA
Supported File Formats: STL, GCODE
Operating System: Windows / MAC
-----
Power Requirements: 100 to 240 V, 120 W
Connectivity (Interface): USB 2.0 / SD Flash Drive
-----
Machine weight: 12 Kg
Shipping box weight: 15 Kg
Machine Dimensions: 370 x 400 x 390 mm
Shipping box dimensions: 467 x 457 x 470 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 5 Business days",https://www.3dprintersonlinestore.com/3d-printers/ideawerk-a-box-full-metal-3d-printer

78,MakeMendel | RapidBot 3.0 3d printer,$749 USD,,"Manufacturer Warranty: for electronics - intial 14 days after receiving order
-----
Print size ( X Y Z ): 220 x 220 x 165 mm
Print Speed: 60 mm/sec
Layer Resolution: 100 microns
Filament Diameter: 1.75mm , 3mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS & PLA
Print Plate Size: 214 x 214  mm
Print in dual color: No
Print in multi color: No
-----
Chassis: Acrylic
No.of Extruders: One
Print Plate (Build Platform): heated bed or glass fibre
-----
3D Printing Software: Pronterface, Cura
Supported File Formats: .stl, .gcode
Operating System: Windows, Linux, MAC
-----
AC Input: 12V
Power Requirements: 450 watt, 12V
Connectivity (Interface): USB Cable, LCD Controller
-----
Electronics (Motherboard): PrintrBoard REV D
-----
Machine weight: 12 kg
Shipping box weight: 20 kg
Machine Dimensions: 450 x 350 x 370 mm
Shipping Location: India
Lead Time (Processing/Handling Time): 2 to 3 Days",https://www.3dprintersonlinestore.com/3d-printers/rapidbot-3.0

79,JG Aurora Z-603S Metal Frame 3D Printer,$799 USD,,"Manufacturer Warranty: 6 Months 
-----
Print size ( X Y Z ): 280 x 180 x 180 mm
Print Speed: 20-100 mm/sec
Layer Resolution: 100 microns 
Print Precision (Layer Thickness) : 0.1 - 0.4 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS & PLA
-----
Chassis: Metal Frame
No.of Extruders: One
Print Plate (Build Platform): HeatBed
-----
3D Printing Software: Cura
Supported File Formats: .STL
Operating System: Windows/MAC/Linux
-----
Power Requirements: 220V, 240W, 1.1A
Connectivity (Interface): USB, LCD display and SD card reader

-----

Electronics (Motherboard): Atmel 2560 (Arduino Mega)
-----
Machine weight: 17 Kg
Shipping box weight: 22 Kg
Machine Dimensions: 480 x 365 x 410 mm
Shipping box dimensions: 612*482*538 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 5 to 7 days",https://www.3dprintersonlinestore.com/3d-printers/jg-aurora-z-603s-metal-frame-3d-printer

80,ICEMAN3D D150 - Remote Desktop 3D Printer,$748 USD,,"Print size ( X Y Z ): 150 x 150 x 150 mm 
Layer Resolution: 50 to 200 microns
Print Precision (Layer Thickness) : 0.05 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA and TPU
-----
No.of Extruders: One
-----
3D Printing Software: PC Software / Mobile App
Supported File Formats: .G    .GCODE
-----
Power Requirements: 86~264V
Connectivity (Interface): USB, SD Card, Wifi
-----
Machine weight: 11 Kg
Shipping box weight: 16 Kg
Shipping Location: USA
Lead Time (Processing/Handling Time): 4 Business days",https://www.3dprintersonlinestore.com/3d-printers/iceman-d150-wifi-3d-printer

81,Wanhao's Duplicator 4S - Steel ExoFrame,$829 USD,,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 225 x 145x 150 mm
Print Speed: 30 to 120 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1-0.5 mm 
Filament Diameter: 1.75 mm

-----
Nozzle Diameter: 0.4 mm
Filament Compatibility  : ABS & PLA
Print in dual color: YES
Print in multi color: No
-----
Chassis: Steel
No.of Extruders: Two
Print Plate (Build Platform): Aluminium plateform W/ heating, w/silicon glass,Plastic holder
-----
3D Printing Software: REPLICATOR G
Supported File Formats: .STL
Operating System: Windows, Linux, MAC

-----

AC Input: 50/60Hz, 4.0A
Power Requirements: 110 AND 250V(optional)
Connectivity (Interface): Standard IEC cable, USB and SD card

-----

Electronics (Motherboard): Ramps
-----
Machine weight: 25

-----
Shipping box weight: 25 kg
Machine Dimensions: 490 x 470 x 410 mm;  w/cover 490 x 470 x 600 mm
Shipping box dimensions: 570x430x540 in mm
Shipping Location: China
Lead Time (Processing/Handling Time): 4 Business days",https://www.3dprintersonlinestore.com/3d-printers/wanhao-duplicator-4s-steel-exoframe

82,BlueFrog Planner - Fully Assembled Delta 3D Printer,$699 USD,,"Manufacturer Warranty: 1 year limited warranty
-----
Print size ( X Y Z ): ?180mm x 210 mm
Print Speed: 30 to 250 mm/sec

-----
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 - 0.35 mm
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4 mm 

-----
Filament Compatibility  : ABS & PLA
Print Plate Size: ?230 mm
Print in dual color: No
Print in multi color: No
-----
Chassis: Steel
No.of Extruders: One
Print Plate (Build Platform): Glass plate
-----
3D Printing Software: BlueFrog customized software for Multilanguage
Supported File Formats: STL, OBJ, STP
Operating System: Windows, Linux,  Mac
-----
AC Input: 100~240V, 50/60Hz
Power Requirements: 120 W
Connectivity (Interface): USB, LCD display and SD card reader

-----

Electronics (Motherboard): Ramps 1.4
-----
Machine weight: 8.3 Kg
Shipping box weight: 16 kg

-----
Machine Dimensions: 340*400*610mm
Shipping box dimensions: 580 * 515 * 790mm
Shipping Location: China
Lead Time (Processing/Handling Time): 1 week",https://www.3dprintersonlinestore.com/3d-printers/planner-delta-3d-printer

83,Printrbot Simple 3D Printer with Heated Bed,$689 USD,,"Manufacturer Warranty: 30 days
-----
Print size ( X Y Z ): 150 x 150 x 150 mm

-----
Print Speed: 30 to 80 mm/sec

-----
Layer Resolution: 50 microns
Print Precision (Layer Thickness) : 0.05 mm - 0.4 mm

-----
Filament Diameter: 1.75mm
Nozzle Diameter: 0.4 mm 

-----
Filament Compatibility  : ABS & PLA
-----
Chassis: Powder coated steel and aluminum body

-----
Extruder Type: Alu Extruder v2 (direct drive)
No.of Extruders: One 
Print Plate (Build Platform): Heated (0.3mm level tolerance)
Print Head/Hotend/Nozzle Type: Ubis Hot End
-----
3D Printing Software: Cura v15.04
Supported File Formats: STL, G-code
Operating System: Windows, Linux,  Mac
-----
Power Requirements: 12V (29 amp) ATX power supply
Connectivity (Interface): USB

-----

Electronics (Motherboard): Printrbot Rev F Printrboard
-----
Shipping box weight: 10.4 kg
Machine Dimensions: 457 x 431 x 330 mm
Shipping box dimensions: 355 x 254 x 406 mm
Shipping Location: USA
Lead Time (Processing/Handling Time): 1 Business day",https://www.3dprintersonlinestore.com/3d-printers/printrbot-simple-3d-printer-with-heatbed

84,Wanhao Duplicator 6 - Metal Frame 3D Printer,$799 USD,$675 USD,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 200 x 200 x 180 mm
Print Speed: 150 mm/sec
Layer Resolution: 20 to 200 microns 
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA, ABS, PVA, HIPS, NYLON, WOOD PLA and STAINLESS STEEL PLA

-----
Print in dual color: No
Print in multi color: No
-----
Extruder Type: MK 11
No.of Extruders: One
Print Plate (Build Platform): Heatbed
-----
3D Printing Software: CURA, simplify 3d
Supported File Formats: STL/OBJ/DAE/AMF
Operating System: Windows(XP 32bit7+), 

Mac OS X(10.6 64bit+)
-----
Power Requirements: 100-240V, ~4 AMPS, 50-60HZ, 221 watt

Max
Connectivity (Interface): USB, SD card reader 
-----
Machine weight: 14 kg
Shipping box weight: 17 kg
Machine Dimensions: 348*364*480
Shipping box dimensions: 420 x 420 x 550 mm 
Shipping Location: China
Lead Time (Processing/Handling Time): 7 Business days",https://www.3dprintersonlinestore.com/3d-printers/wanhao-duplicator-6-metal-frame-3d-printer

85,JG Aurora A4 Desktop 3D Printer with Soft Magnetic Build Plate,$675 USD,,"Manufacturer Warranty: 6 Months 
-----
Print size ( X Y Z ): 150 x 150 x 140 mm
Print Speed: 20-100 mm/sec
Layer Resolution: 50 microns 
Print Precision (Layer Thickness) : 0.05 - 0.3 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm
Filament Compatibility  : PLA and TPU
-----
Chassis: Metal Frame
No.of Extruders: One
Print Plate (Build Platform): Soft Magnetic Build Plate
-----
3D Printing Software: JGCreat
Supported File Formats: STL,OBJ,GCODE
Operating System: Windows/MAC/Linux
-----
Power Requirements: AC 100 - 230 V
Connectivity (Interface): USB, LCD display and SD card reader

-----

Electronics (Motherboard): Atmel 2560 (Arduino Mega)
-----
Machine weight: 21 Kg
Shipping box weight: 25 Kg
Machine Dimensions: 432 x 395 x 418 mm
Shipping box dimensions: 500*510*530 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 5 to 7 days",https://www.3dprintersonlinestore.com/3d-printers/jgaurora-a4-3d-printer

86,Cbot CK 2 Multi Functional 3D Printer,$750 USD,$650 USD,"Manufacturer Warranty: 1 Year
-----
Print size ( X Y Z ): 200 x 200 x 200 mm
Print Speed: 30 to 250 mm/sec
Layer Resolution: 100 microns
Print Precision (Layer Thickness) : 0.1 mm
Filament Diameter: 1.75 mm
Nozzle Diameter: 0.4 mm

-----
Filament Compatibility  : PLA, PETG, Wood, PVA and Flexible Filaments. 
-----
No.of Extruders: One
-----
3D Printing Software: Cura, Repetier-host, Simplify 3d, Slic3r
Supported File Formats: STL, GCODE
Operating System: Windows / MAC
-----
Power Requirements: 100 to 240 V, 120 W
-----
Machine weight: 12 Kg
Shipping box weight: 15 Kg
Machine Dimensions: 390 x 370 x 485 mm
Shipping box dimensions: 510 x 520 x 610 mm
Shipping Location: China
Lead Time (Processing/Handling Time): 5 Business days",https://www.3dprintersonlinestore.com/3d-printers/cbot-ck2-3d-printer

87,Cbot 3D CK1 High Precision 3D Printer,$750 USD,$650 USD,"Print size ( X Y Z ): 200 x 200 x 200 mm
Print Speed: 30 to 300 mm/sec
Layer Resolution: 100 microns
